"name","match_id","date","rank","round","match_minutes","sets","tournament","total_pts","winner","hand","avg_odds","max_odds","birthday","max(year)","experience"
"Radek Stepanek","m_2011_U_66",2011-01-09,25,"2nd Round",103,0,"US Open",56,FALSE,"R",1.24,1.3,1978-11-27,2011,82
"Radek Stepanek","m_2012_A_54",2012-01-17,31,"1st Round",160,0,"Australian Open",97,FALSE,"R",1.19,1.23,1978-11-27,2012,83
"Radek Stepanek","m_2012_F_38",2012-05-28,27,"1st Round",224,2,"French Open",141,FALSE,"R",1.39,1.45,1978-11-27,2012,84
"Radek Stepanek","m_2012_L_17",2012-06-25,27,"1st Round",37,1,"Wimbledon",34,TRUE,"R",1.34,1.4,1978-11-27,2012,85
"Radek Stepanek","m_2012_L_83",2012-06-28,27,"2nd Round",129,3,"Wimbledon",99,TRUE,"R",1.39,1.46,1978-11-27,2012,86
"Radek Stepanek","m_2012_L_97",2012-06-29,27,"3rd Round",169,1,"Wimbledon",102,FALSE,"R",16.46,29,1978-11-27,2012,87
"Radek Stepanek","m_2012_U_28",2012-08-28,38,"1st Round",187,1,"US Open",125,FALSE,"R",1.87,2.11,1978-11-27,2012,88
"Radek Stepanek","m_2013_A_26",2013-01-14,34,"1st Round",239,3,"Australian Open",175,TRUE,"R",2.59,2.88,1978-11-27,2013,89
"Radek Stepanek","m_2013_A_75",2013-01-16,34,"2nd Round",115,3,"Australian Open",92,TRUE,"R",2.01,2.12,1978-11-27,2013,90
"Radek Stepanek","m_2013_A_97",2013-01-18,34,"3rd Round",142,0,"Australian Open",83,FALSE,"R",24.94,63.25,1978-11-27,2013,91
"Radek Stepanek","m_2013_F_18",2013-05-27,52,"1st Round",171,0,"French Open",132,FALSE,"R",1.13,1.17,1978-11-27,2013,92
"Radek Stepanek","m_2013_L_24",2013-06-24,45,"1st Round",92,3,"Wimbledon",93,TRUE,"R",1.11,1.15,1978-11-27,2013,93
"Radek Stepanek","m_2013_L_68",2013-06-26,45,"2nd Round",75,0,"Wimbledon",45,FALSE,"R",2.13,2.38,1978-11-27,2013,94
"Radek Stepanek","m_2013_U_60",2013-08-29,58,"1st Round",152,0,"US Open",88,FALSE,"R",2.68,3.05,1978-11-27,2013,95
"Radek Stepanek","m_2014_A_45",2014-01-14,44,"1st Round",167,2,"Australian Open",104,FALSE,"R",1.3,1.36,1978-11-27,2014,96
"Radek Stepanek","m_2014_F_4",2014-05-25,43,"1st Round",208,3,"French Open",163,TRUE,"R",1.28,1.33,1978-11-27,2014,97
"Radek Stepanek","m_2014_F_67",2014-05-28,43,"2nd Round",141,3,"French Open",108,TRUE,"R",2.2,2.5,1978-11-27,2014,98
"Radek Stepanek","m_2014_F_96",2014-05-30,43,"3rd Round",119,0,"French Open",72,FALSE,"R",5.25,6.25,1978-11-27,2014,99
"Radek Stepanek","m_2014_L_21",2014-06-23,38,"1st Round",108,3,"Wimbledon",99,TRUE,"R",1.09,1.11,1978-11-27,2014,100
"Radek Stepanek","m_2014_L_76",2014-06-25,38,"2nd Round",197,1,"Wimbledon",136,FALSE,"R",13.13,19,1978-11-27,2014,101
"Radek Stepanek","m_2014_U_6",2014-08-25,39,"1st Round",90,0,"US Open",59,FALSE,"R",1.25,1.32,1978-11-27,2014,102
"Radek Stepanek","m_2015_F_17",2015-05-25,129,"1st Round",161,3,"French Open",114,TRUE,"R",2.94,3.1,1978-11-27,2015,103
"Radek Stepanek","m_2015_F_77",2015-05-27,129,"2nd Round",199,1,"French Open",131,FALSE,"R",13.18,18.5,1978-11-27,2015,104
"Radek Stepanek","m_2015_L_58",2015-06-30,203,"1st Round",0,2,"Wimbledon",144,FALSE,"R",1.53,1.58,1978-11-27,2015,105
"Radek Stepanek","m_2015_U_3",2015-08-31,285,"1st Round",0,1,"US Open",94,FALSE,"R",1.7,1.78,1978-11-27,2015,106
"Radek Stepanek","m_2016_A_58",2016-01-19,188,"1st Round",196,3,"Australian Open",148,TRUE,"R",1.32,1.37,1978-11-27,2016,107
"Radek Stepanek","m_2016_A_93",2016-01-21,188,"2nd Round",121,0,"Australian Open",86,FALSE,"R",8.58,10.71,1978-11-27,2016,108
"Radek Stepanek","m_2016_F_41",2016-05-24,128,"1st Round",221,2,"French Open",132,FALSE,"R",16.32,27.25,1978-11-27,2016,109
"Radek Stepanek","m_2016_L_36",2016-06-28,121,"1st Round",145,1,"Wimbledon",113,FALSE,"R",5.14,6.02,1978-11-27,2016,110
"Radek Stepanek","m_2016_U_58",2016-08-30,113,"1st Round",111,0,"US Open",63,FALSE,"R",2.11,2.2,1978-11-27,2016,111
"Radek Stepanek","m_2017_A_53",2017-01-17,102,"1st Round",119,3,"Australian Open",107,TRUE,"R",1.13,1.2,1978-11-27,2017,112
"Radek Stepanek","m_2017_A_89",2017-01-19,102,"2nd Round",104,0,"Australian Open",64,FALSE,"R",4.18,4.85,1978-11-27,2017,113
"Radoslav Lukaev","m_2002_U_10",2002-08-26,272,"1st Round",156,1,"US Open",122,FALSE,"R",NA,NA,1982-04-24,2002,1
"Radu Albot","m_2014_U_40",2014-08-26,201,"1st Round",129,0,"US Open",77,FALSE,"R",8.16,10.5,1989-11-11,2014,1
"Radu Albot","m_2015_U_19",2015-08-31,86,"1st Round",0,1,"US Open",100,FALSE,"R",6.98,8.21,1989-11-11,2015,2
"Radu Albot","m_2016_F_1",2016-05-22,137,"1st Round",179,2,"French Open",141,FALSE,"R",5.11,6.02,1989-11-11,2016,3
"Radu Albot","m_2016_L_56",2016-06-29,110,"1st Round",142,3,"Wimbledon",122,TRUE,"R",1.27,1.33,1989-11-11,2016,4
"Radu Albot","m_2016_L_80",2016-06-30,110,"2nd Round",170,1,"Wimbledon",133,FALSE,"R",7.38,9,1989-11-11,2016,5
"Radu Albot","m_2016_U_39",2016-08-30,97,"1st Round",263,2,"US Open",176,FALSE,"R",4.25,4.56,1989-11-11,2016,6
"Radu Albot","m_2017_A_37",2017-01-17,96,"1st Round",236,1,"Australian Open",152,FALSE,"R",1.88,2.01,1989-11-11,2017,7
"Radu Albot","m_2017_F_55",2017-05-30,88,"1st Round",129,0,"French Open",87,FALSE,"R",5.5,6.02,1989-11-11,2017,8
"Radu Albot","m_2017_L_44",2017-04-07,108,"1st Round",211,3,"Wimbledon",173,TRUE,"R",1.18,1.21,1989-11-11,2017,9
"Radu Albot","m_2017_L_73",2017-05-07,108,"2nd Round",152,1,"Wimbledon",106,FALSE,"R",4.88,5.8,1989-11-11,2017,10
"Radu Albot","m_2017_U_102",2017-01-09,138,"3rd Round",128,1,"US Open",96,FALSE,"R",8.57,12.25,1989-11-11,2017,11
"Radu Albot","m_2017_U_11",2017-08-28,138,"1st Round",187,3,"US Open",149,TRUE,"R",1.71,1.79,1989-11-11,2017,12
"Radu Albot","m_2017_U_72",2017-08-31,138,"2nd Round",236,3,"US Open",171,TRUE,"R",3.03,3.25,1989-11-11,2017,13
"Radu Albot","m_2018_A_34",2018-01-16,87,"1st Round",196,1,"Australian Open",121,FALSE,"R",2.8,3.02,1989-11-11,2018,14
"Radu Albot","m_2018_F_0",2018-05-27,97,"1st Round",153,3,"French Open",124,TRUE,"R",2.06,2.18,1989-11-11,2018,15
"Radu Albot","m_2018_F_66",2018-05-30,97,"2nd Round",227,2,"French Open",162,FALSE,"R",3.68,4.05,1989-11-11,2018,16
"Radu Albot","m_2018_L_100",2018-06-07,98,"3rd Round",96,0,"Wimbledon",63,FALSE,"R",5.54,6.61,1989-11-11,2018,17
"Radu Albot","m_2018_L_38",2018-03-07,98,"1st Round",181,3,"Wimbledon",167,TRUE,"R",3,3.14,1989-11-11,2018,18
"Radu Albot","m_2018_L_69",2018-04-07,98,"2nd Round",261,3,"Wimbledon",188,TRUE,"R",3.1,3.4,1989-11-11,2018,19
"Radu Albot","m_2018_U_63",2018-08-29,95,"1st Round",140,1,"US Open",114,FALSE,"R",6.88,8.1,1989-11-11,2018,20
"Radu Albot","m_2019_A_2",2019-01-14,98,"1st Round",175,3,"Australian Open",132,TRUE,"R",2.14,2.22,1989-11-11,2019,21
"Radu Albot","m_2019_A_71",2019-01-16,98,"2nd Round",148,0,"Australian Open",79,FALSE,"R",4.41,4.85,1989-11-11,2019,22
"Radu Albot","m_2019_F_38",2019-05-27,40,"1st Round",177,3,"French Open",134,TRUE,"R",1.33,1.36,1989-11-11,2019,23
"Radu Albot","m_2019_F_87",2019-05-30,40,"2nd Round",194,1,"French Open",140,FALSE,"R",3.05,3.38,1989-11-11,2019,24
"Radu Albot","m_2019_L_49",2019-02-07,40,"1st Round",88,0,"Wimbledon",69,FALSE,"R",3.62,3.95,1989-11-11,2019,25
"Radu Albot","m_2019_U_44",2019-08-27,41,"1st Round",190,2,"US Open",125,FALSE,"R",2.81,2.93,1989-11-11,2019,26
"Raemon Sluiter","m_2000_A_34",2000-01-17,166,"1st Round",218,3,"Australian Open",184,TRUE,"R",NA,NA,1978-04-13,2000,1
"Raemon Sluiter","m_2000_A_90",2000-01-17,166,"2nd Round",117,1,"Australian Open",94,FALSE,"R",NA,NA,1978-04-13,2000,2
"Raemon Sluiter","m_2001_A_29",2001-01-15,96,"1st Round",101,0,"Australian Open",69,FALSE,"R",NA,NA,1978-04-13,2001,3
"Raemon Sluiter","m_2001_F_49",2001-05-28,106,"1st Round",143,0,"French Open",113,FALSE,"R",NA,NA,1978-04-13,2001,4
"Raemon Sluiter","m_2001_L_57",2001-06-25,98,"1st Round",140,3,"Wimbledon",132,TRUE,"R",NA,NA,1978-04-13,2001,5
"Raemon Sluiter","m_2001_L_93",2001-06-25,98,"2nd Round",139,3,"Wimbledon",134,TRUE,"R",NA,NA,1978-04-13,2001,6
"Raemon Sluiter","m_2001_L_98",2001-06-25,98,"3rd Round",179,1,"Wimbledon",143,FALSE,"R",NA,NA,1978-04-13,2001,7
"Raemon Sluiter","m_2001_U_8",2001-08-27,93,"1st Round",216,1,"US Open",142,FALSE,"R",NA,NA,1978-04-13,2001,8
"Raemon Sluiter","m_2002_A_51",2002-01-14,134,"1st Round",142,1,"Australian Open",121,FALSE,"R",NA,NA,1978-04-13,2002,9
"Raemon Sluiter","m_2002_F_59",2002-05-27,85,"1st Round",190,2,"French Open",161,FALSE,"R",NA,NA,1978-04-13,2002,10
"Raemon Sluiter","m_2002_L_55",2002-06-24,76,"1st Round",88,3,"Wimbledon",93,TRUE,"R",NA,NA,1978-04-13,2002,11
"Raemon Sluiter","m_2002_L_92",2002-06-24,76,"2nd Round",133,1,"Wimbledon",113,FALSE,"R",NA,NA,1978-04-13,2002,12
"Raemon Sluiter","m_2002_U_58",2002-08-26,83,"1st Round",118,3,"US Open",116,TRUE,"R",NA,NA,1978-04-13,2002,13
"Raemon Sluiter","m_2002_U_90",2002-08-26,83,"2nd Round",107,0,"US Open",78,FALSE,"R",NA,NA,1978-04-13,2002,14
"Raemon Sluiter","m_2003_A_51",2003-01-14,72,"1st Round",153,1,"Australian Open",108,FALSE,"R",NA,NA,1978-04-13,2003,15
"Raemon Sluiter","m_2003_F_49",2003-05-27,64,"1st Round",142,1,"French Open",109,FALSE,"R",NA,NA,1978-04-13,2003,16
"Raemon Sluiter","m_2003_L_60",2003-06-24,67,"1st Round",161,3,"Wimbledon",143,TRUE,"R",NA,NA,1978-04-13,2003,17
"Raemon Sluiter","m_2003_L_92",2003-06-26,67,"2nd Round",184,2,"Wimbledon",156,FALSE,"R",NA,NA,1978-04-13,2003,18
"Raemon Sluiter","m_2003_U_36",2003-08-26,54,"1st Round",186,1,"US Open",130,FALSE,"R",NA,NA,1978-04-13,2003,19
"Raemon Sluiter","m_2004_A_43",2004-01-20,56,"1st Round",181,2,"Australian Open",140,FALSE,"R",NA,NA,1978-04-13,2004,20
"Raemon Sluiter","m_2004_F_102",2004-05-28,82,"3rd Round",91,0,"French Open",58,FALSE,"R",NA,NA,1978-04-13,2004,21
"Raemon Sluiter","m_2004_F_27",2004-05-24,82,"1st Round",132,3,"French Open",115,TRUE,"R",NA,NA,1978-04-13,2004,22
"Raemon Sluiter","m_2004_F_71",2004-05-26,82,"2nd Round",156,3,"French Open",127,TRUE,"R",NA,NA,1978-04-13,2004,23
"Raemon Sluiter","m_2004_L_5",2004-06-21,79,"1st Round",150,1,"Wimbledon",112,FALSE,"R",NA,NA,1978-04-13,2004,24
"Raemon Sluiter","m_2004_U_17",2004-08-30,94,"1st Round",168,0,"US Open",107,FALSE,"R",NA,NA,1978-04-13,2004,25
"Raemon Sluiter","m_2005_A_57",2005-01-18,85,"1st Round",25,0,"Australian Open",17,FALSE,"R",NA,NA,1978-04-13,2005,26
"Raemon Sluiter","m_2005_F_31",2005-05-24,86,"1st Round",153,1,"French Open",106,FALSE,"R",NA,NA,1978-04-13,2005,27
"Raemon Sluiter","m_2005_L_62",2005-06-21,118,"1st Round",103,0,"Wimbledon",70,FALSE,"R",NA,NA,1978-04-13,2005,28
"Raemon Sluiter","m_2006_A_60",2006-01-17,103,"1st Round",124,3,"Australian Open",114,TRUE,"R",NA,NA,1978-04-13,2006,29
"Raemon Sluiter","m_2006_A_84",2006-01-19,103,"2nd Round",180,2,"Australian Open",140,FALSE,"R",NA,NA,1978-04-13,2006,30
"Raemon Sluiter","m_2006_F_103",2006-02-06,118,"3rd Round",186,2,"French Open",129,FALSE,"R",NA,NA,1978-04-13,2006,31
"Raemon Sluiter","m_2006_F_30",2006-05-29,118,"1st Round",98,2,"French Open",83,TRUE,"R",NA,NA,1978-04-13,2006,32
"Raemon Sluiter","m_2006_F_76",2006-05-31,118,"2nd Round",104,3,"French Open",93,TRUE,"R",NA,NA,1978-04-13,2006,33
"Raemon Sluiter","m_2006_U_42",2006-08-30,89,"1st Round",110,3,"US Open",99,TRUE,"R",NA,NA,1978-04-13,2006,34
"Raemon Sluiter","m_2006_U_87",2006-01-09,89,"2nd Round",86,0,"US Open",62,FALSE,"R",NA,NA,1978-04-13,2006,35
"Rafael Nadal","m_2003_L_3",2003-06-23,76,"1st Round",184,3,"Wimbledon",142,TRUE,"L",NA,NA,1986-06-03,2003,1
"Rafael Nadal","m_2003_L_67",2003-06-25,76,"2nd Round",121,3,"Wimbledon",94,TRUE,"L",NA,NA,1986-06-03,2003,2
"Rafael Nadal","m_2003_L_98",2003-06-27,76,"3rd Round",116,0,"Wimbledon",80,FALSE,"L",NA,NA,1986-06-03,2003,3
"Rafael Nadal","m_2003_U_56",2003-08-27,45,"1st Round",133,3,"US Open",108,TRUE,"L",NA,NA,1986-06-03,2003,4
"Rafael Nadal","m_2003_U_89",2003-08-29,45,"2nd Round",163,0,"US Open",105,FALSE,"L",NA,NA,1986-06-03,2003,5
"Rafael Nadal","m_2004_A_110",2004-01-24,41,"3rd Round",149,0,"Australian Open",96,FALSE,"L",NA,NA,1986-06-03,2004,6
"Rafael Nadal","m_2004_A_47",2004-01-20,41,"1st Round",77,3,"Australian Open",82,TRUE,"L",NA,NA,1986-06-03,2004,7
"Rafael Nadal","m_2004_A_81",2004-01-22,41,"2nd Round",176,3,"Australian Open",136,TRUE,"L",NA,NA,1986-06-03,2004,8
"Rafael Nadal","m_2004_U_42",2004-01-09,49,"1st Round",174,3,"US Open",148,TRUE,"L",NA,NA,1986-06-03,2004,9
"Rafael Nadal","m_2004_U_95",2004-04-09,49,"2nd Round",96,0,"US Open",57,FALSE,"L",NA,NA,1986-06-03,2004,10
"Rafael Nadal","m_2005_A_110",2005-01-22,56,"3rd Round",89,3,"Australian Open",86,TRUE,"L",NA,NA,1986-06-03,2005,11
"Rafael Nadal","m_2005_A_118",2005-01-24,56,"4th Round",233,2,"Australian Open",152,FALSE,"L",NA,NA,1986-06-03,2005,12
"Rafael Nadal","m_2005_A_47",2005-01-18,56,"1st Round",88,3,"Australian Open",82,TRUE,"L",NA,NA,1986-06-03,2005,13
"Rafael Nadal","m_2005_A_81",2005-01-20,56,"2nd Round",217,3,"Australian Open",153,TRUE,"L",NA,NA,1986-06-03,2005,14
"Rafael Nadal","m_2005_F_102",2005-05-27,5,"3rd Round",109,3,"French Open",85,TRUE,"L",NA,NA,1986-06-03,2005,15
"Rafael Nadal","m_2005_F_118",2005-05-30,5,"4th Round",191,3,"French Open",120,TRUE,"L",NA,NA,1986-06-03,2005,16
"Rafael Nadal","m_2005_F_121",2005-05-31,5,"Quarterfinals",128,3,"French Open",102,TRUE,"L",NA,NA,1986-06-03,2005,17
"Rafael Nadal","m_2005_F_125",2005-03-06,5,"Semifinals",167,3,"French Open",125,TRUE,"L",NA,NA,1986-06-03,2005,18
"Rafael Nadal","m_2005_F_126",2005-05-06,5,"The Final",204,3,"French Open",146,TRUE,"L",NA,NA,1986-06-03,2005,19
"Rafael Nadal","m_2005_F_76",2005-05-25,5,"2nd Round",111,3,"French Open",89,TRUE,"L",NA,NA,1986-06-03,2005,20
"Rafael Nadal","m_2005_F_8",2005-05-23,5,"1st Round",105,3,"French Open",98,TRUE,"L",NA,NA,1986-06-03,2005,21
"Rafael Nadal","m_2005_L_58",2005-06-21,3,"1st Round",91,3,"Wimbledon",93,TRUE,"L",NA,NA,1986-06-03,2005,22
"Rafael Nadal","m_2005_L_86",2005-06-23,3,"2nd Round",148,1,"Wimbledon",104,FALSE,"L",NA,NA,1986-06-03,2005,23
"Rafael Nadal","m_2005_U_65",2005-01-09,2,"2nd Round",146,3,"US Open",111,TRUE,"L",NA,NA,1986-06-03,2005,24
"Rafael Nadal","m_2005_U_7",2005-08-29,2,"1st Round",109,3,"US Open",96,TRUE,"L",NA,NA,1986-06-03,2005,25
"Rafael Nadal","m_2005_U_98",2005-03-09,2,"3rd Round",145,1,"US Open",96,FALSE,"L",NA,NA,1986-06-03,2005,26
"Rafael Nadal","m_2006_F_108",2006-03-06,2,"3rd Round",293,3,"French Open",156,TRUE,"L",NA,NA,1986-06-03,2006,27
"Rafael Nadal","m_2006_F_119",2006-05-06,2,"4th Round",197,3,"French Open",131,TRUE,"L",NA,NA,1986-06-03,2006,28
"Rafael Nadal","m_2006_F_123",2006-07-06,2,"Quarterfinals",114,2,"French Open",73,TRUE,"L",NA,NA,1986-06-03,2006,29
"Rafael Nadal","m_2006_F_125",2006-09-06,2,"Semifinals",169,3,"French Open",108,TRUE,"L",NA,NA,1986-06-03,2006,30
"Rafael Nadal","m_2006_F_126",2006-11-06,2,"The Final",182,3,"French Open",121,TRUE,"L",NA,NA,1986-06-03,2006,31
"Rafael Nadal","m_2006_F_28",2006-05-29,2,"1st Round",128,3,"French Open",106,TRUE,"L",NA,NA,1986-06-03,2006,32
"Rafael Nadal","m_2006_F_94",2006-02-06,2,"2nd Round",118,3,"French Open",98,TRUE,"L",NA,NA,1986-06-03,2006,33
"Rafael Nadal","m_2006_L_103",2006-01-07,2,"3rd Round",134,3,"Wimbledon",105,TRUE,"L",NA,NA,1986-06-03,2006,34
"Rafael Nadal","m_2006_L_119",2006-03-07,2,"4th Round",132,3,"Wimbledon",106,TRUE,"L",NA,NA,1986-06-03,2006,35
"Rafael Nadal","m_2006_L_123",2006-06-07,2,"Quarterfinals",135,3,"Wimbledon",103,TRUE,"L",NA,NA,1986-06-03,2006,36
"Rafael Nadal","m_2006_L_125",2006-07-07,2,"Semifinals",147,3,"Wimbledon",106,TRUE,"L",NA,NA,1986-06-03,2006,37
"Rafael Nadal","m_2006_L_126",2006-09-07,2,"The Final",178,1,"Wimbledon",113,FALSE,"L",NA,NA,1986-06-03,2006,38
"Rafael Nadal","m_2006_L_32",2006-06-27,2,"1st Round",152,3,"Wimbledon",115,TRUE,"L",NA,NA,1986-06-03,2006,39
"Rafael Nadal","m_2006_L_78",2006-06-29,2,"2nd Round",226,3,"Wimbledon",168,TRUE,"L",NA,NA,1986-06-03,2006,40
"Rafael Nadal","m_2006_U_105",2006-03-09,2,"3rd Round",169,3,"US Open",126,TRUE,"L",NA,NA,1986-06-03,2006,41
"Rafael Nadal","m_2006_U_112",2006-04-09,2,"4th Round",129,3,"US Open",102,TRUE,"L",NA,NA,1986-06-03,2006,42
"Rafael Nadal","m_2006_U_120",2006-06-09,2,"Quarterfinals",195,1,"US Open",112,FALSE,"L",NA,NA,1986-06-03,2006,43
"Rafael Nadal","m_2006_U_31",2006-08-30,2,"1st Round",122,3,"US Open",95,TRUE,"L",NA,NA,1986-06-03,2006,44
"Rafael Nadal","m_2006_U_67",2006-08-31,2,"2nd Round",163,3,"US Open",120,TRUE,"L",NA,NA,1986-06-03,2006,45
"Rafael Nadal","m_2007_A_105",2007-01-20,2,"3rd Round",123,3,"Australian Open",99,TRUE,"L",NA,NA,1986-06-03,2007,46
"Rafael Nadal","m_2007_A_119",2007-01-22,2,"4th Round",231,3,"Australian Open",166,TRUE,"L",NA,NA,1986-06-03,2007,47
"Rafael Nadal","m_2007_A_123",2007-01-24,2,"Quarterfinals",125,0,"Australian Open",73,FALSE,"L",NA,NA,1986-06-03,2007,48
"Rafael Nadal","m_2007_A_43",2007-01-16,2,"1st Round",127,3,"Australian Open",104,TRUE,"L",NA,NA,1986-06-03,2007,49
"Rafael Nadal","m_2007_A_95",2007-01-18,2,"2nd Round",210,3,"Australian Open",136,TRUE,"L",NA,NA,1986-06-03,2007,50
"Rafael Nadal","m_2007_F_109",2007-02-06,2,"3rd Round",141,3,"French Open",120,TRUE,"L",NA,NA,1986-06-03,2007,51
"Rafael Nadal","m_2007_F_118",2007-04-06,2,"4th Round",141,3,"French Open",98,TRUE,"L",NA,NA,1986-06-03,2007,52
"Rafael Nadal","m_2007_F_123",2007-06-06,2,"Quarterfinals",122,3,"French Open",95,TRUE,"L",NA,NA,1986-06-03,2007,53
"Rafael Nadal","m_2007_F_125",2007-08-06,2,"Semifinals",148,3,"French Open",106,TRUE,"L",NA,NA,1986-06-03,2007,54
"Rafael Nadal","m_2007_F_126",2007-10-06,2,"The Final",190,3,"French Open",136,TRUE,"L",NA,NA,1986-06-03,2007,55
"Rafael Nadal","m_2007_F_53",2007-05-29,2,"1st Round",139,3,"French Open",99,TRUE,"L",NA,NA,1986-06-03,2007,56
"Rafael Nadal","m_2007_F_91",2007-05-31,2,"2nd Round",113,3,"French Open",92,TRUE,"L",NA,NA,1986-06-03,2007,57
"Rafael Nadal","m_2007_L_111",2007-04-07,2,"3rd Round",241,3,"Wimbledon",174,TRUE,"L",NA,NA,1986-06-03,2007,58
"Rafael Nadal","m_2007_L_117",2007-05-07,2,"4th Round",185,3,"Wimbledon",139,TRUE,"L",NA,NA,1986-06-03,2007,59
"Rafael Nadal","m_2007_L_120",2007-06-07,2,"Quarterfinals",127,3,"Wimbledon",105,TRUE,"L",NA,NA,1986-06-03,2007,60
"Rafael Nadal","m_2007_L_125",2007-07-07,2,"Semifinals",101,1,"Wimbledon",71,TRUE,"L",NA,NA,1986-06-03,2007,61
"Rafael Nadal","m_2007_L_126",2007-08-07,2,"The Final",225,2,"Wimbledon",158,FALSE,"L",NA,NA,1986-06-03,2007,62
"Rafael Nadal","m_2007_L_36",2007-06-26,2,"1st Round",138,3,"Wimbledon",110,TRUE,"L",NA,NA,1986-06-03,2007,63
"Rafael Nadal","m_2007_L_95",2007-06-28,2,"2nd Round",96,3,"Wimbledon",87,TRUE,"L",NA,NA,1986-06-03,2007,64
"Rafael Nadal","m_2007_U_106",2007-02-09,2,"3rd Round",123,3,"US Open",95,TRUE,"L",NA,NA,1986-06-03,2007,65
"Rafael Nadal","m_2007_U_119",2007-04-09,2,"4th Round",206,1,"US Open",122,FALSE,"L",NA,NA,1986-06-03,2007,66
"Rafael Nadal","m_2007_U_59",2007-08-29,2,"1st Round",162,3,"US Open",123,TRUE,"L",NA,NA,1986-06-03,2007,67
"Rafael Nadal","m_2007_U_95",2007-08-31,2,"2nd Round",97,2,"US Open",74,TRUE,"L",NA,NA,1986-06-03,2007,68
"Rafael Nadal","m_2008_A_100",2008-01-18,2,"3rd Round",145,3,"Australian Open",109,TRUE,"L",NA,NA,1986-06-03,2008,69
"Rafael Nadal","m_2008_A_115",2008-01-20,2,"4th Round",51,1,"Australian Open",43,TRUE,"L",NA,NA,1986-06-03,2008,70
"Rafael Nadal","m_2008_A_120",2008-01-22,2,"Quarterfinals",138,3,"Australian Open",102,TRUE,"L",NA,NA,1986-06-03,2008,71
"Rafael Nadal","m_2008_A_124",2008-01-24,2,"Semifinals",116,0,"Australian Open",57,FALSE,"L",NA,NA,1986-06-03,2008,72
"Rafael Nadal","m_2008_A_31",2008-01-14,2,"1st Round",154,3,"Australian Open",107,TRUE,"L",NA,NA,1986-06-03,2008,73
"Rafael Nadal","m_2008_A_71",2008-01-16,2,"2nd Round",92,3,"Australian Open",83,TRUE,"L",NA,NA,1986-06-03,2008,74
"Rafael Nadal","m_2008_F_115",2008-01-06,2,"4th Round",114,3,"French Open",88,TRUE,"L",NA,NA,1986-06-03,2008,75
"Rafael Nadal","m_2008_F_121",2008-03-06,2,"Quarterfinals",104,3,"French Open",85,TRUE,"L",NA,NA,1986-06-03,2008,76
"Rafael Nadal","m_2008_F_124",2008-06-06,2,"Semifinals",169,3,"French Open",108,TRUE,"L",NA,NA,1986-06-03,2008,77
"Rafael Nadal","m_2008_F_126",2008-08-06,2,"The Final",108,3,"French Open",92,TRUE,"L",NA,NA,1986-06-03,2008,78
"Rafael Nadal","m_2008_F_54",2008-05-28,2,"1st Round",154,3,"French Open",104,TRUE,"L",NA,NA,1986-06-03,2008,79
"Rafael Nadal","m_2008_F_81",2008-05-29,2,"2nd Round",114,3,"French Open",89,TRUE,"L",NA,NA,1986-06-03,2008,80
"Rafael Nadal","m_2008_F_97",2008-05-30,2,"3rd Round",118,3,"French Open",94,TRUE,"L",NA,NA,1986-06-03,2008,81
"Rafael Nadal","m_2008_L_111",2008-06-28,2,"3rd Round",142,3,"Wimbledon",100,TRUE,"L",NA,NA,1986-06-03,2008,82
"Rafael Nadal","m_2008_L_116",2008-06-30,2,"4th Round",131,3,"Wimbledon",99,TRUE,"L",NA,NA,1986-06-03,2008,83
"Rafael Nadal","m_2008_L_122",2008-02-07,2,"Quarterfinals",115,3,"Wimbledon",98,TRUE,"L",NA,NA,1986-06-03,2008,84
"Rafael Nadal","m_2008_L_125",2008-04-07,2,"Semifinals",122,3,"Wimbledon",96,TRUE,"L",NA,NA,1986-06-03,2008,85
"Rafael Nadal","m_2008_L_126",2008-06-07,2,"The Final",288,3,"Wimbledon",209,TRUE,"L",NA,NA,1986-06-03,2008,86
"Rafael Nadal","m_2008_L_47",2008-06-24,2,"1st Round",141,3,"Wimbledon",111,TRUE,"L",NA,NA,1986-06-03,2008,87
"Rafael Nadal","m_2008_L_84",2008-06-26,2,"2nd Round",178,3,"Wimbledon",131,TRUE,"L",NA,NA,1986-06-03,2008,88
"Rafael Nadal","m_2008_U_11",2008-08-25,1,"1st Round",179,3,"US Open",130,TRUE,"L",NA,NA,1986-06-03,2008,89
"Rafael Nadal","m_2008_U_113",2008-01-09,1,"4th Round",192,3,"US Open",135,TRUE,"L",NA,NA,1986-06-03,2008,90
"Rafael Nadal","m_2008_U_121",2008-04-09,1,"Quarterfinals",158,3,"US Open",112,TRUE,"L",NA,NA,1986-06-03,2008,91
"Rafael Nadal","m_2008_U_125",2008-06-09,1,"Semifinals",211,1,"US Open",126,FALSE,"L",NA,NA,1986-06-03,2008,92
"Rafael Nadal","m_2008_U_79",2008-08-29,1,"2nd Round",101,3,"US Open",86,TRUE,"L",NA,NA,1986-06-03,2008,93
"Rafael Nadal","m_2008_U_99",2008-08-30,1,"3rd Round",115,3,"US Open",87,TRUE,"L",NA,NA,1986-06-03,2008,94
"Rafael Nadal","m_2009_A_111",2009-01-24,1,"3rd Round",122,3,"Australian Open",98,TRUE,"L",NA,NA,1986-06-03,2009,95
"Rafael Nadal","m_2009_A_118",2009-01-26,1,"4th Round",113,3,"Australian Open",96,TRUE,"L",NA,NA,1986-06-03,2009,96
